Indeks;NUTId;Sezon;ImieNazwisko;Pozycja;Druzyna;Wynagrodzenie;Mecze;Wszystkie_zbiorki;Asysty;Przechwyty;Bloki;Straty;Punkty
952;3;2006/07;Willie Green; SG;Philadelphia 76ers;2800000;74;158;112;56;4;106;839
982;3;2006/07;Andre Iguodala; F;Philadelphia 76ers;2201640;76;434;432;152;33;261;1386
1031;3;2006/07;Rodney Carney; SG;Philadelphia 76ers;1439760;67;128;26;38;23;43;442
1064;3;2006/07;Shavlik Randolph; PF;Philadelphia 76ers;1000000;13;54;4;7;10;9;58
1134;3;2006/07;Lou Williams; SG;Philadelphia 76ers;664209;61;70;110;22;1;46;262
1157;3;2006/07;Bobby Jones; SF;Philadelphia 76ers;412718;44;57;16;11;1;18;110
1163;3;2006/07;Steven Smith; SF;Philadelphia 76ers;412718;8;6;0;1;0;2;5
1176;3;2006/07;Lou Amundson; PF;Philadelphia 76ers;101966;11;28;1;1;8;5;16
1230;3;2007/08;Samuel Dalembert; C;Philadelphia 76ers;10 251 435;82;849;45;40;192;155;864
1235;3;2007/08;Andre Miller; PG;Philadelphia 76ers;9 600 000;82;324;565;105;6;206;1398
1325;3;2007/08;Reggie Evans; C;Philadelphia 76ers;4 320 000;81;611;65;86;8;108;425
1352;3;2007/08;Kevin Ollie; PG;Philadelphia 76ers;3 441 900;40;19;38;10;0;5;70
1367;3;2007/08;Willie Green; SG;Philadelphia 76ers;3 094 000;74;182;151;54;22;109;921
1380;3;2007/08;Andre Iguodala; F;Philadelphia 76ers;2 804 889;82;446;391;171;49;214;1630
1427;3;2007/08;Thaddeus Young; PF;Philadelphia 76ers;1 830 720;74;312;58;73;8;64;610
1449;3;2007/08;Rodney Carney; SG;Philadelphia 76ers;1 547 760;70;149;32;39;23;34;409
1464;3;2007/08;Jason Smith; F;Philadelphia 76ers;1 233 840;76;230;20;22;50;48;340
1476;3;2007/08;Shavlik Randolph; PF;Philadelphia 76ers;1 130 000;9;11;3;1;3;2;8
1478;3;2007/08;Calvin Booth; C;Philadelphia 76ers;1 103 225;31;38;8;6;18;4;24
1532;3;2007/08;Lou Williams; SG;Philadelphia 76ers;770 610;80;167;253;81;13;125;920
1544;3;2007/08;Lou Amundson; PF;Philadelphia 76ers;687 456;16;12;0;1;1;2;18
1640;3;2008/09;Elton Brand; PF;Philadelphia 76ers;13757844;29;254;37;17;45;68;399
1651;3;2008/09;Andre Iguodala; F;Philadelphia 76ers;11300000;82;471;434;131;36;222;1541
1653;3;2008/09;Samuel Dalembert; C;Philadelphia 76ers;11238564;82;701;18;33;146;117;523
1660;3;2008/09;Andre Miller; PG;Philadelphia 76ers;10333334;82;368;534;109;14;199;1337
1752;3;2008/09;Reggie Evans; C;Philadelphia 76ers;4640000;79;361;26;41;8;69;262
1760;3;2008/09;Lou Williams; SG;Philadelphia 76ers;4500000;81;165;242;85;14;151;1039
1795;3;2008/09;Willie Green; SG;Philadelphia 76ers;3388000;81;126;158;53;13;64;685
1857;3;2008/09;Thaddeus Young; PF;Philadelphia 76ers;1968120;75;377;86;100;23;118;1145
1885;3;2008/09;Marreese Speights; F;Philadelphia 76ers;1542600;79;293;30;27;56;46;608
1934;3;2008/09;Royal Ivey; PG;Philadelphia 76ers;854957;71;76;43;36;7;23;211
1954;3;2008/09;Donyell Marshall; PF;Philadelphia 76ers;797581;25;40;15;4;5;6;94
1963;3;2008/09;Theo Ratliff; C;Philadelphia 76ers;797581;46;128;9;17;47;14;89
1965;3;2008/09;Kareem Rush; SG;Philadelphia 76ers;797581;25;15;15;5;1;10;54
2056;3;2009/10;Elton Brand; PF;Philadelphia 76ers;14858472;76;461;109;82;80;131;996
2067;3;2009/10;Andre Iguodala; F;Philadelphia 76ers;12200000;82;529;472;141;55;218;1401
2071;3;2009/10;Samuel Dalembert; C;Philadelphia 76ers;12025694;82;784;64;42;151;123;667
2140;3;2009/10;Jason Kapono; SG;Philadelphia 76ers;6212960;57;66;39;21;6;34;324
2167;3;2009/10;Lou Williams; SG;Philadelphia 76ers;4972500;64;187;268;80;15;106;898
2202;3;2009/10;Willie Green; SG;Philadelphia 76ers;3682000;73;129;152;32;11;67;638
2263;3;2009/10;Thaddeus Young; PF;Philadelphia 76ers;2105400;67;350;97;81;15;126;926
2292;3;2009/10;Francisco Elson; C;Philadelphia 76ers;1700000;12;14;2;1;0;1;12
2294;3;2009/10;Marreese Speights; F;Philadelphia 76ers;1658280;62;252;36;29;34;51;532
2306;3;2009/10;Jrue Holiday; PG;Philadelphia 76ers;1514280;73;191;280;79;18;156;587
2310;3;2009/10;Jason Smith; F;Philadelphia 76ers;1418880;56;135;33;21;28;35;189
2392;3;2009/10;Rodney Carney; SG;Philadelphia 76ers;825497;68;137;37;25;20;21;319
2417;3;2009/10;Allen Iverson; SG;Philadelphia 76ers;650686;28;79;113;19;2;64;385
2418;3;2009/10;Jodie Meeks; G;Philadelphia 76ers;650000;60;99;39;18;5;25;281
2475;3;2010/11;Elton Brand; PF;Philadelphia 76ers;15959099;81;676;120;92;106;101;1217
2496;3;2010/11;Andre Iguodala; F;Philadelphia 76ers;12345250;67;387;422;101;38;138;945
2555;3;2010/11;Andres Nocioni; SF;Philadelphia 76ers;6850000;54;169;45;14;15;47;327
2559;3;2010/11;Jason Kapono; SG;Philadelphia 76ers;6641440;24;11;4;2;1;2;16
2588;3;2010/11;Lou Williams; SG;Philadelphia 76ers;5000000;75;149;252;47;17;102;1027
2594;3;2010/11;Darius Songaila; PF;Philadelphia 76ers;4818000;10;10;2;0;0;4;16
2598;3;2010/11;Evan Turner; G;Philadelphia 76ers;4602720;78;306;159;49;14;80;565
2662;3;2010/11;Spencer Hawes; PF;Philadelphia 76ers;2974320;81;465;121;29;71;97;584
2664;3;2010/11;Thaddeus Young; PF;Philadelphia 76ers;2901241;82;434;82;90;26;99;1045
2716;3;2010/11;Marreese Speights; F;Philadelphia 76ers;1773960;64;210;30;8;19;40;344
2724;3;2010/11;Jrue Holiday; PG;Philadelphia 76ers;1627920;82;332;531;120;29;218;1145
2744;3;2010/11;Craig Brackins; PF;Philadelphia 76ers;1306920;3;4;1;1;0;0;8
2795;3;2010/11;Tony Battie; C;Philadelphia 76ers;854389;38;99;12;5;15;12;100
2828;3;2010/11;Jodie Meeks; G;Philadelphia 76ers;762195;74;171;78;63;4;60;774
2899;3;2011/12;Elton Brand; PF;Philadelphia 76ers;18160355;60;429;97;58;97;65;659
2914;3;2011/12;Andre Iguodala; F;Philadelphia 76ers;14718250;62;381;339;107;30;115;771
2958;3;2011/12;Thaddeus Young; PF;Philadelphia 76ers;8039130;63;325;74;64;41;55;808
3004;3;2011/12;Evan Turner; G;Philadelphia 76ers;5293080;65;376;180;40;20;105;610
3007;3;2011/12;Lou Williams; SG;Philadelphia 76ers;5176000;64;155;221;53;18;71;956
3038;3;2011/12;Spencer Hawes; PF;Philadelphia 76ers;4051024;37;270;98;16;48;55;355
3101;3;2011/12;Jrue Holiday; PG;Philadelphia 76ers;2674852;65;212;290;103;18;135;879
3146;3;2011/12;Nikola Vucevic; C;Philadelphia 76ers;1719480;51;246;31;20;34;33;283
3164;3;2011/12;Craig Brackins; PF;Philadelphia 76ers;1404960;14;15;8;0;1;4;22
3181;3;2011/12;Sam Young; SF;Philadelphia 76ers;1184750;35;62;15;17;6;16;114
3212;3;2011/12;Jodie Meeks; G;Philadelphia 76ers;854389;66;161;54;40;3;29;556
3225;3;2011/12;Francisco Elson; C;Philadelphia 76ers;854389;5;1;1;1;1;1;2
3226;3;2011/12;Tony Battie; C;Philadelphia 76ers;854389;27;67;16;4;6;4;42
3286;3;2011/12;Lavoy Allen; F;Philadelphia 76ers;473604;41;171;34;13;18;20;169
3340;3;2011/12;Xavier Silas; G;Philadelphia 76ers;11458;2;4;3;0;0;3;11
3413;3;2012/13;Thaddeus Young; PF;Philadelphia 76ers;8289130;76;571;125;133;55;90;1127
3437;3;2012/13;Spencer Hawes; PF;Philadelphia 76ers;6500000;82;590;183;24;113;131;905
3447;3;2012/13;Jason Richardson; SG;Philadelphia 76ers;5799625;33;127;51;40;15;26;347
3449;3;2012/13;Nick Young; G;Philadelphia 76ers;5600000;59;130;84;36;14;50;628
3453;3;2012/13;Evan Turner; G;Philadelphia 76ers;5293080;82;517;354;71;17;187;1094
3488;3;2012/13;Dorell Wright; SF;Philadelphia 76ers;4106000;79;302;150;62;35;64;729
3539;3;2012/13;Lavoy Allen; F;Philadelphia 76ers;3000000;79;395;73;24;55;55;455
3548;3;2012/13;Kwame Brown; C;Philadelphia 76ers;2819044;22;74;9;6;10;8;41
3554;3;2012/13;Jrue Holiday; PG;Philadelphia 76ers;2674852;78;329;625;123;32;292;1383
3649;3;2012/13;Arnett Moultrie; PF;Philadelphia 76ers;1042320;47;145;10;17;10;19;174
3669;3;2012/13;Royal Ivey; PG;Philadelphia 76ers;854389;53;57;32;23;3;20;170
3681;3;2012/13;Damien Wilkins; SG;Philadelphia 76ers;854389;61;105;91;37;18;49;388
3709;3;2012/13;Charles Jenkins; PG;Philadelphia 76ers;762195;59;32;44;15;2;21;111
3751;3;2012/13;Jeremy Pargo; PG;Philadelphia 76ers;264527;39;49;92;13;2;50;265
3771;3;2012/13;Justin Holiday; SF;Philadelphia 76ers;47360;9;14;15;3;6;9;42
3836;3;2013/14;Thaddeus Young; PF;Philadelphia 76ers;8850000;79;476;182;167;36;165;1417
3992;3;2013/14;Michael Carter-Williams; PG;Philadelphia 76ers;2200920;70;437;441;130;43;247;1167
4049;3;2013/14;Tony Wroten; SG;Philadelphia 76ers;1160040;72;228;217;78;16;204;939
4056;3;2013/14;Arnett Moultrie; PF;Philadelphia 76ers;1089240;12;35;2;8;4;7;36
4068;3;2013/14;Byron Mullens; C;Philadelphia 76ers;947907;45;92;14;15;11;27;189
4101;3;2013/14;Elliot Williams; SG;Philadelphia 76ers;797545;67;130;72;35;3;68;404
4105;3;2013/14;Henry Sims; C;Philadelphia 76ers;788872;46;237;52;28;20;41;350
4139;3;2013/14;Brandon Davies; PF;Philadelphia 76ers;490180;51;109;28;24;8;35;144
4150;3;2013/14;Hollis Thompson; F;Philadelphia 76ers;473604;77;247;73;53;12;60;461
4162;3;2013/14;Jarvis Varnado; PF;Philadelphia 76ers;171696;24;63;13;10;29;10;99
4229;3;2014/15;JaVale McGee; C;Philadelphia 76ers;11250000;23;61;3;2;20;18;106
4276;3;2014/15;Jason Richardson; SG;Philadelphia 76ers;6601125;19;66;38;13;3;16;172
4329;3;2014/15;Luc Mbah a Moute; F;Philadelphia 76ers;4382576;67;328;106;81;21;99;660
4348;3;2014/15;Thomas Robinson; F;Philadelphia 76ers;3678360;54;303;33;32;20;59;308
4363;3;2014/15;Nerlens Noel; C;Philadelphia 76ers;3315120;75;611;128;133;142;146;744
4388;3;2014/15;Furkan Aldemir; PF;Philadelphia 76ers;2963232;41;176;28;17;16;17;93
4480;3;2014/15;Tony Wroten; SG;Philadelphia 76ers;1210080;30;86;157;48;8;113;507
4495;3;2014/15;Robert Covington; PF;Philadelphia 76ers;1000000;70;316;105;97;31;128;943
4514;3;2014/15;Henry Sims; C;Philadelphia 76ers;915243;73;359;79;39;30;99;586
4548;3;2014/15;Jerami Grant; SF;Philadelphia 76ers;884879;65;198;79;40;68;85;411
4553;3;2014/15;Ish Smith; PG;Philadelphia 76ers;861405;55;100;180;36;6;78;338
4554;3;2014/15;Isaiah Canaan; G;Philadelphia 76ers;816842;47;87;98;29;3;62;432
4562;3;2014/15;Hollis Thompson; F;Philadelphia 76ers;816482;71;198;85;57;26;66;626
4578;3;2014/15;Malcolm Lee; SG;Philadelphia 76ers;710659;1;0;0;0;0;0;0
4581;3;2014/15;Malcolm Thomas; PF;Philadelphia 76ers;635827;17;56;7;3;1;13;45
4589;3;2014/15;Glenn Robinson III; F;Philadelphia 76ers;507336;35;39;11;6;1;11;73
4596;3;2014/15;JaKarr Sampson; SF;Philadelphia 76ers;507336;74;163;77;38;26;76;386
4604;3;2014/15;Drew Gordon; C;Philadelphia 76ers;46854;9;18;2;1;0;8;17
4751;3;2015/16;Carl Landry; PF;Philadelphia 76ers;6500000;36;146;32;12;9;22;351
4790;3;2015/16;Jahlil Okafor; C;Philadelphia 76ers;4582680;53;373;65;22;61;124;928
4823;3;2015/16;Nerlens Noel; C;Philadelphia 76ers;3457800;67;542;122;118;100;158;747
4849;3;2015/16;Nik Stauskas; G;Philadelphia 76ers;2869440;73;183;138;44;20;94;617
4859;3;2015/16;Sonny Weems; SG;Philadelphia 76ers;2814000;43;53;49;10;1;41;107
4884;3;2015/16;Kendall Marshall; PG;Philadelphia 76ers;2144772;30;28;73;16;2;43;111
4964;3;2015/16;Richaun Holmes; C;Philadelphia 76ers;1074169;51;135;33;19;40;32;287
4973;3;2015/16;Robert Covington; PF;Philadelphia 76ers;1000000;67;419;97;105;40;143;858
4986;3;2015/16;Hollis Thompson; F;Philadelphia 76ers;947276;77;272;99;36;24;76;758
4993;3;2015/16;Isaiah Canaan; G;Philadelphia 76ers;947276;77;174;137;56;12;91;846
5004;3;2015/16;Ish Smith; PG;Philadelphia 76ers;947276;77;305;502;88;24;175;972
5026;3;2015/16;Jerami Grant; SF;Philadelphia 76ers;845059;77;361;135;54;127;110;749
5052;3;2015/16;T.J. McConnell; PG;Philadelphia 76ers;525093;81;250;367;95;10;140;493
5055;3;2015/16;Christian Wood; C;Philadelphia 76ers;525093;17;38;3;5;7;2;61
5076;3;2015/16;Tony Wroten; SG;Philadelphia 76ers;167406;8;21;20;3;0;29;67
5196;3;2016/17;Jerryd Bayless; G;Philadelphia 76ers;9424084;3;12;13;0;0;9;33
5199;3;2016/17;Gerald Henderson; SG;Philadelphia 76ers;9000000;72;185;112;40;15;62;662
5203;3;2016/17;Tiago Splitter; C;Philadelphia 76ers;8550000;8;22;4;1;1;6;39
5210;3;2016/17;Sergio Rodriguez; PG;Philadelphia 76ers;8000000;68;157;344;49;4;128;530
5272;3;2016/17;Joel Embiid; C;Philadelphia 76ers;4826160;31;243;66;27;76;117;627
5274;3;2016/17;Jahlil Okafor; C;Philadelphia 76ers;4788840;50;240;58;20;49;91;590
5322;3;2016/17;Nik Stauskas; G;Philadelphia 76ers;2993040;80;226;188;45;32;128;756
5352;3;2016/17;Dario Saric; PF;Philadelphia 76ers;2318280;81;513;182;57;30;183;1040
5387;3;2016/17;Justin Anderson; F;Philadelphia 76ers;1514160;75;245;66;41;23;66;532
5401;3;2016/17;Timothe Luwawu-Cabarrot; SG;Philadelphia 76ers;1326960;69;149;75;32;10;73;445
5423;3;2016/17;Richaun Holmes; C;Philadelphia 76ers;1025831;57;311;58;42;55;55;559
5427;3;2016/17;Robert Covington; PF;Philadelphia 76ers;1015696;67;436;102;127;69;131;864
5472;3;2016/17;T.J. McConnell; PG;Philadelphia 76ers;874636;81;251;534;134;10;159;556
5521;3;2016/17;Chasson Randle; G;Philadelphia 76ers;143860;26;32;34;9;2;19;137
5531;3;2016/17;Justin Harper; PF;Philadelphia 76ers;57672;3;5;2;0;0;4;12
5536;3;2016/17;Alex Poythress; F;Philadelphia 76ers;35166;6;29;5;3;2;3;64
5837;3;2017/18;Ben Simmons; PG;Philadelphia 76ers;6434520;81;659;661;140;70;278;1279
5838;3;2017/18;Dario Saric; PF;Philadelphia 76ers;2526840;78;520;202;51;20;148;1141
5839;3;2017/18;Furkan Korkmaz; SG;Philadelphia 76ers;1740000;14;11;4;2;1;2;23
5840;3;2017/18;Jerryd Bayless; G;Philadelphia 76ers;8575916;39;80;54;23;6;46;307
5841;3;2017/18;Joel Embiid; C;Philadelphia 76ers;25250000;63;690;199;40;111;234;1445
5842;3;2017/18;Justin Anderson; F;Philadelphia 76ers;2516048;38;93;25;15;7;16;236
5843;3;2017/18;Markelle Fultz; PG;Philadelphia 76ers;8339880;14;43;53;12;4;17;100
5844;3;2017/18;Richaun Holmes; C;Philadelphia 76ers;1600520;48;211;61;20;29;25;311
5845;3;2017/18;Robert Covington; PF;Philadelphia 76ers;10464092;80;433;156;137;72;126;1009
5846;3;2017/18;T.J. McConnell; PG;Philadelphia 76ers;1600520;76;226;303;92;13;112;478
5847;3;2017/18;Timothe Luwawu-Cabarrot; SG;Philadelphia 76ers;1386600;52;72;54;12;5;38;299
5961;3;2018/19;Joel Embiid; C;Philadelphia 76ers;25467250;64;871;234;46;122;226;1761
5983;3;2018/19;Jimmy Butler; SF;Philadelphia 76ers;20445779;65;342;263;123;39;95;1215
6014;3;2018/19;Tobias Harris; PF;Philadelphia 76ers;14800000;82;645;229;51;37;151;1644
6039;3;2018/19;JJ Redick; SG;Philadelphia 76ers;12250000;76;186;206;32;17;101;1372
6076;3;2018/19;Markelle Fultz; PG;Philadelphia 76ers;8339880;19;70;59;17;5;25;155
6098;3;2018/19;Boban Marjanovic; C;Philadelphia 76ers;7000000;58;265;54;16;27;59;422
6104;3;2018/19;Ben Simmons; PG;Philadelphia 76ers;6434520;79;697;610;112;61;274;1337
6109;3;2018/19;Jonathon Simmons; G;Philadelphia 76ers;6000000;56;126;128;29;15;68;366
6142;3;2018/19;Mike Scott; PF;Philadelphia 76ers;4320500;79;276;66;26;13;44;459
6191;3;2018/19;Justin Patton; C;Philadelphia 76ers;2667600;3;6;3;2;0;0;5
6197;3;2018/19;Zhaire Smith; G;Philadelphia 76ers;2526840;6;13;10;2;2;6;40
6234;3;2018/19;Furkan Korkmaz; SG;Philadelphia 76ers;1740000;48;107;52;29;2;25;279
6237;3;2018/19;Jonah Bolden; PF;Philadelphia 76ers;1690000;44;165;40;17;39;36;207
6247;3;2018/19;James Ennis III; F;Philadelphia 76ers;1621415;58;182;41;41;23;34;389
6252;3;2018/19;T.J. McConnell; PG;Philadelphia 76ers;1600520;76;174;258;79;17;91;483
6277;3;2018/19;Amir Johnson; F;Philadelphia 76ers;1512601;51;147;60;16;13;45;201
6383;3;2018/19;Greg Monroe; C;Philadelphia 76ers;59820;43;172;24;14;8;32;230
6400;3;2019/20;Tobias Harris; PF;Philadelphia 76ers;32742000;72;495;227;53;40;104;1411
6413;3;2019/20;Al Horford; C;Philadelphia 76ers;28000000;67;456;270;52;61;80;798
6416;3;2019/20;Joel Embiid; C;Philadelphia 76ers;27504630;51;593;152;45;65;159;1172
6500;3;2019/20;Josh Richardson; SG;Philadelphia 76ers;10116576;55;174;162;52;36;104;755
6526;3;2019/20;Ben Simmons; PG;Philadelphia 76ers;8113930;57;444;455;119;33;200;937
6575;3;2019/20;Mike Scott; PF;Philadelphia 76ers;4767000;68;248;56;21;5;26;408
6627;3;2019/20;Zhaire Smith; G;Philadelphia 76ers;3058800;7;2;2;3;0;2;8
6647;3;2019/20;Matisse Thybulle; SG;Philadelphia 76ers;2582160;65;107;79;94;47;51;305
6708;3;2019/20;Glenn Robinson III; F;Philadelphia 76ers;1620564;62;270;96;54;16;55;727
6710;3;2019/20;Furkan Korkmaz; SG;Philadelphia 76ers;1620564;72;168;79;41;16;59;704
6711;3;2019/20;Kyle O'Quinn; C;Philadelphia 76ers;1620564;29;116;51;7;24;20;102
6725;3;2019/20;Alec Burks; SG;Philadelphia 76ers;1620564;66;282;189;62;17;91;993
6727;3;2019/20;Raul Neto; PG;Philadelphia 76ers;1620564;54;61;95;24;6;47;275
6749;3;2019/20;Shake Milton; SG;Philadelphia 76ers;1455697;40;88;104;20;7;47;377
6823;3;2019/20;Norvel Pelle; PF;Philadelphia 76ers;350189;24;72;8;3;31;18;57
6843;3;2020/21;Tobias Harris; PF;Philadelphia 76ers;34358850;62;419;220;55;51;107;1210
6850;3;2020/21;Ben Simmons; PG;Philadelphia 76ers;30559200;58;417;401;93;35;173;829
6853;3;2020/21;Joel Embiid; C;Philadelphia 76ers;29542010;51;539;145;50;69;159;1451
6903;3;2020/21;Danny Green; SF;Philadelphia 76ers;15365853;69;260;118;92;56;67;654
6948;3;2020/21;George Hill; PG;Philadelphia 76ers;9590602;30;61;73;23;5;31;261
6977;3;2020/21;Seth Curry; SG;Philadelphia 76ers;7834449;57;136;155;44;8;65;711
7016;3;2020/21;Mike Scott; PF;Philadelphia 76ers;5005350;51;120;40;24;14;19;213
7047;3;2020/21;Terrance Ferguson; SF;Philadelphia 76ers;3944013;13;1;2;1;0;4;2
7093;3;2020/21;Matisse Thybulle; SG;Philadelphia 76ers;2711280;65;124;63;105;71;32;255
7096;3;2020/21;Vincent Poirier; C;Philadelphia 76ers;2619207;10;14;2;0;3;4;8
7103;3;2020/21;Tyrese Maxey; PG;Philadelphia 76ers;2478840;61;104;120;26;13;41;488
7129;3;2020/21;Gary Clark; F;Philadelphia 76ers;2000000;39;115;31;13;7;17;119
7141;3;2020/21;Furkan Korkmaz; SG;Philadelphia 76ers;1762796;55;113;82;49;9;46;501
7148;3;2020/21;Shake Milton; SG;Philadelphia 76ers;1701593;63;148;193;39;18;103;817
7183;3;2020/21;Dwight Howard; C;Philadelphia 76ers;1620564;69;580;61;30;62;112;482
7209;3;2020/21;Rayjon Tucker; G;Philadelphia 76ers;1517981;14;11;6;2;0;4;34
7243;3;2020/21;Isaiah Joe; SG;Philadelphia 76ers;898310;41;36;20;12;4;11;153
7259;3;2020/21;Paul Reed; SF;Philadelphia 76ers;609128;26;61;12;10;13;12;88
7269;3;2020/21;Anthony Tolliver; PF;Philadelphia 76ers;263501;11;10;2;3;2;3;17
7290;3;2021/22;James Harden;SG;Philadelphia 76ers;44310840;65;500;667;82;36;284;1432
7301;3;2021/22;Tobias Harris;PF;Philadelphia 76ers;35995950;73;496;252;47;43;116;1257
7313;3;2021/22;Joel Embiid;C;Philadelphia 76ers;31579390;68;796;284;77;99;214;2079
7409;3;2021/22;Danny Green;SF;Philadelphia 76ers;10000000;62;157;64;60;37;45;366
7503;3;2021/22;Furkan Korkmaz;SG;Philadelphia 76ers;4629630;67;175;127;33;9;48;509
7518;3;2021/22;Willie Cauley-Stein;C;Philadelphia 76ers;4100000;20;40;10;6;3;7;34
7548;3;2021/22;Georges Niang;SF;Philadelphia 76ers;3300000;76;203;102;30;13;59;700
7565;3;2021/22;Matisse Thybulle;SG;Philadelphia 76ers;2840160;66;151;75;115;71;39;379
7574;3;2021/22;Tyrese Maxey;PG;Philadelphia 76ers;2602920;75;240;321;55;32;88;1311
7603;3;2021/22;Jaden Springer;G;Philadelphia 76ers;2023800;2;2;0;0;2;1;2
7618;3;2021/22;Shake Milton;SG;Philadelphia 76ers;1846738;55;142;139;28;17;44;450
7653;3;2021/22;Charlie Brown Jr.;G;Philadelphia 76ers;1701593;22;32;6;10;4;5;30
7671;3;2021/22;Paul Millsap;PF;Philadelphia 76ers;1669178;33;114;29;10;13;19;115
7717;3;2021/22;Isaiah Joe;SG;Philadelphia 76ers;1517981;55;56;35;14;3;19;198
7722;3;2021/22;Paul Reed;SF;Philadelphia 76ers;1517981;38;92;16;33;14;10;116
7746;3;2021/22;Charles Bassey;C;Philadelphia 76ers;925258;23;62;7;5;17;8;69
7772;3;2021/22;DeAndre Jordan;C;Philadelphia 76ers;374126;48;264;21;12;35;37;206
23;3;2003/04;Jalen Rose; SG;Toronto Raptors;13279000;66;266;329;51;22;208;1022
28;3;2003/04;Vince Carter; G;Toronto Raptors;11953000;73;349;348;88;65;223;1645
66;3;2003/04;Alvin Williams; PG;Toronto Raptors;5500000;56;150;224;55;10;78;494
91;3;2003/04;Lamond Murray; SF;Toronto Raptors;4500000;33;90;28;15;7;38;197
128;3;2003/04;Michael Curry; SF;Toronto Raptors;2800000;70;87;53;23;5;48;204
137;3;2003/04;Dion Glover; SG;Toronto Raptors;2270000;69;266;130;50;19;102;620
141;3;2003/04;Jerome Moiso; C;Toronto Raptors;2230000;35;113;8;17;12;25;102
158;3;2003/04;Morris Peterson; SG;Toronto Raptors;1646000;82;261;113;88;14;69;678
201;3;2004/05;Jalen Rose; SG;Toronto Raptors;14487000;81;276;209;63;10;180;1495
268;3;2004/05;Lamond Murray; SF;Toronto Raptors;4875000;62;164;47;32;16;54;371
285;3;2004/05;Aaron Williams; C;Toronto Raptors;3150000;42;60;8;5;8;17;73
286;3;2004/05;Aaron Williams; C;Toronto Raptors;3150000;19;31;6;4;5;11;37
287;3;2004/05;Aaron Williams; C;Toronto Raptors;3150000;23;29;2;1;3;6;36
311;3;2004/05;Morris Peterson; SG;Toronto Raptors;2371000;82;340;169;91;18;93;1029
350;3;2005/06;Antonio Davis; PF;Toronto Raptors;13865000;44;208;21;23;10;51;216
426;3;2005/06;Alvin Williams; PG;Toronto Raptors;6300000;1;3;0;0;0;0;1
470;3;2005/06;Morris Peterson; SG;Toronto Raptors;4550000;82;381;190;104;15;126;1374
490;3;2005/06;Eric Williams; PF;Toronto Raptors;3938000;28;50;15;7;2;15;91
503;3;2005/06;Mike James; PG;Toronto Raptors;3410000;79;262;460;72;3;206;1604
508;3;2005/06;Chris Bosh; PF;Toronto Raptors;3348000;70;647;181;50;79;157;1572
556;3;2005/06;Charlie Villanueva; PF;Toronto Raptors;2360880;81;521;88;60;63;99;1053
557;3;2005/06;Jose Calderon; G;Toronto Raptors;2333334;64;141;288;42;4;101;349
562;3;2005/06;Rafael Araujo; C;Toronto Raptors;2238960;52;144;15;24;6;42;121
569;3;2005/06;Matt Bonner; C;Toronto Raptors;2000000;78;284;56;49;31;32;583
614;3;2005/06;Joey Graham; SF;Toronto Raptors;1388400;80;244;60;37;13;92;533
638;3;2005/06;Darrick Martin; PG;Toronto Raptors;1081575;40;20;57;17;0;15;102
679;3;2005/06;Loren Woods; C;Toronto Raptors;780000;27;110;4;9;23;16;62
708;3;2005/06;Pape Sow; PF;Toronto Raptors;641748;42;146;8;21;19;30;147
832;3;2006/07;Rasho Nesterovic; C;Toronto Raptors;7280000;80;360;74;37;84;56;494
889;3;2006/07;Morris Peterson; SG;Toronto Raptors;4550000;71;237;47;45;12;53;634
890;3;2006/07;Andrea Bargnani; C;Toronto Raptors;4501200;65;255;50;32;53;107;751
898;3;2006/07;Chris Bosh; PF;Toronto Raptors;4235220;69;741;175;39;90;179;1561
901;3;2006/07;Anthony Parker; SG;Toronto Raptors;4150000;73;283;153;73;11;71;903
914;3;2006/07;Jorge Garbajosa; PF;Toronto Raptors;3750000;67;330;125;78;15;64;567
947;3;2006/07;T.J. Ford; PG;Toronto Raptors;2929467;75;236;595;101;8;231;1047
965;3;2006/07;Juan Dixon; SG;Toronto Raptors;2550000;81;158;123;76;9;101;778
976;3;2006/07;Jose Calderon; G;Toronto Raptors;2333334;77;134;387;63;5;110;668
1012;3;2006/07;Kris Humphries; PF;Toronto Raptors;1703520;60;187;18;14;21;32;227
1027;3;2006/07;Joey Graham; SF;Toronto Raptors;1492440;79;248;44;30;4;49;503
1093;3;2006/07;Pape Sow; PF;Toronto Raptors;744551;7;11;2;1;1;1;10
1094;3;2006/07;Darrick Martin; PG;Toronto Raptors;744551;31;12;43;3;0;12;94
1144;3;2006/07;Uros Slokar; PF;Toronto Raptors;412718;20;14;1;1;2;9;38
1147;3;2006/07;P.J. Tucker; PF;Toronto Raptors;412718;17;23;3;2;0;6;30
1175;3;2006/07;Luke Jackson; SF;Toronto Raptors;109493;13;10;13;5;1;7;48
1211;3;2007/08;Chris Bosh; PF;Toronto Raptors;13 041 250;67;583;171;63;67;153;1496
1255;3;2007/08;T.J. Ford; PG;Toronto Raptors;8 275 000;51;100;313;54;0;102;617
1262;3;2007/08;Rasho Nesterovic; C;Toronto Raptors;7 840 000;71;342;82;20;52;60;552
1306;3;2007/08;Jason Kapono; SG;Toronto Raptors;5 356 000;81;120;65;34;2;58;580
1314;3;2007/08;Andrea Bargnani; C;Toronto Raptors;4 838 880;78;288;89;23;37;88;792
1323;3;2007/08;Anthony Parker; SG;Toronto Raptors;4 350 000;82;334;183;79;17;87;1025
